stock_id,name,industry,close,adv20,listed_ok,pe_hist_pct,value_pct,revenue_yoy,rev_month,bear_regime,value_ind_pct,momentum20,chip20_turnover,high52_prox,rev_accel,value_ind_pct_pool_pct,momentum20_pool_pct,chip20_turnover_pool_pct,high52_prox_pool_pct,rev_accel_pool_pct,composite
2101,南港,輪胎,34.55,114579100.98499998,True,8.18109610802224,89.14405010438414,328.25,2026-06-01,False,100.0,3.2884902840059618,0.10348887433123002,77.81531531531532,115.70000000000002,98.63834422657952,71.35076252723312,90.41394335511983,48.25708061002179,98.14814814814815,81.36165577342048
4167,松瑞藥,藥,21.55,26864457.79,True,24.57496136012365,78.07933194154488,-0.18,2026-06-01,False,54.54545454545454,8.56423173803526,0.1522137366764581,98.6270022883295,14.023333333333333,54.46623093681917,85.18518518518519,95.75163398692811,95.75163398692811,75.38126361655773,81.30718954248366
2880,華南金,金融控股,39.4,1083657140.2800002,True,85.28446389496717,29.888656924147526,,2026-06-01,False,61.53846153846154,5.206942590120148,0.08879078392616908,99.24433249370276,17.623333333333335,62.03703703703704,77.45098039215686,88.34422657952071,96.84095860566448,81.37254901960785,81.20915032679738
5306,桂盟,自行車組件,99.2,19530292.160000004,True,66.13785557986871,48.643006263048015,31.67,2026-06-01,False,48.77020379479972,13.50114416475972,0.095098967159566,100.0,15.810000000000002,48.25708061002179,90.30501089324619,89.32461873638344,98.74727668845316,78.9760348583878,81.1220043572985
2377,微星,電腦及週邊,145.0,2345233064.45,True,46.00656455142232,63.22199025748086,-9.23,2026-06-01,False,70.17543859649122,6.227106227106227,0.1578307137955484,95.08196721311475,9.176666666666666,71.13289760348583,80.3921568627451,95.96949891067538,90.6318082788671,66.33986928104575,80.89324618736383
3413,京鼎,電子設備,382.0,1163374919.7,True,93.5995623632385,17.362560890744607,39.75,2026-06-01,False,34.285714285714285,16.998468606431853,0.14390508177238115,100.0,18.826666666666668,33.98692810457516,92.26579520697167,95.31590413943356,98.74727668845316,82.89760348583877,80.64270152505446
6023,元大期,期貨,106.0,123532788.2,True,61.2691466083151,52.331245650661096,86.15,2026-06-01,False,52.424455375966275,6.532663316582915,0.0609636318240051,98.14814814814815,35.92000000000001,52.17864923747276,81.26361655773421,80.61002178649237,94.66230936819173,92.5925925925926,80.26143790849673
8462,柏文,其他,160.0,39048608.95,True,4.689564068692206,92.41475295755045,20.11,2026-06-01,False,90.9090909090909,9.58904109589041,0.22252207369656976,94.3952802359882,-0.18666666666666742,91.01307189542483,85.94771241830065,98.69281045751634,89.32461873638344,35.62091503267974,80.11982570806101
8415,大國鋼,基本金屬,36.1,25182471.675,True,27.35229759299781,75.67849686847599,36.57,2026-06-01,False,84.21052631578947,2.411347517730501,0.057033878444695055,98.63387978142076,11.29333333333333,84.47712418300654,67.97385620915033,80.17429193899783,95.86056644880175,71.0239651416122,79.90196078431373
2618,長榮航,空運,41.9,2936196041.5225,True,21.03861517976032,80.93249826026444,26.58,2026-06-01,False,81.09627547434997,5.408805031446538,0.27033686850424504,93.31848552338529,4.053333333333331,81.59041394335512,78.10457516339869,99.45533769063181,87.4727668845316,51.19825708061002,79.56427015250544
8033,雷虎,無人載具,243.0,2188295048.65,True,67.94995187680462,47.73834377174669,19.63,2026-06-01,False,47.85664089950808,94.39999999999999,0.09878460144815812,90.16697588126159,14.129999999999999,47.385620915032675,99.78213507625271,89.76034858387798,80.93681917211329,75.92592592592592,78.75816993464052
4541,晟田,機車船製造,71.3,545096940.275,True,69.95918367346938,45.85942936673625,58.68,2026-06-01,False,58.333333333333336,48.54166666666666,0.00828206432268878,97.80521262002743,20.836666666666666,58.769063180827885,98.36601307189542,56.5359477124183,94.44444444444444,85.18518518518519,78.66013071895425
5488,松普,電子零組件,16.4,52047404.83,True,71.71985815602837,43.702157272094645,79.28,2026-06-01,False,68.75,32.79352226720647,0.02118200956606085,91.62011173184358,15.296666666666674,69.33551198257081,96.73202614379085,63.725490196078425,84.42265795206971,78.32244008714598,78.50762527233115
4736,泰博,醫療耗材,130.0,18096553.2,True,15.426695842450766,84.27279053583855,2.09,2026-06-01,False,75.0,3.1746031746031744,0.23248614572072165,90.59233449477352,8.469999999999999,75.05446623093682,70.80610021786492,99.01960784313727,82.24400871459694,65.14161220043573,78.45315904139434
